intervalo,estimativa,resposavel,subtarefas,atrasado
11,16,1,20,1
11,2,1,0,1
25,16,1,0,1
25,8,1,0,1
11,3,1,0,1
11,3,1,0,1
3,0,1,0,0
3,0,1,0,0
3,0,1,0,0
9,0,1,0,0
0,0,1,0,1
2,0,1,0,1
8,0,1,0,0
7,0,1,0,0
4,0,1,0,1
4,0,1,0,1
4,0,1,0,1
4,0,1,0,1
4,0,1,0,1
4,0,1,0,1
4,0,1,0,1
3,0,1,0,1
17,2,1,0,0
17,2,1,0,0
3,0,1,0,1
3,0,1,0,1
3,0,1,6,1
2,0,1,0,1
2,0,1,0,0
2,0,1,5,1
14,2,1,0,0
14,8,1,0,1
25,16,1,0,1
25,8,1,0,1
11,3,1,2,1
11,2,1,0,0
11,2,1,0,0
11,0,1,0,1
11,2,1,0,0
20,4,1,0,1
11,8,1,7,1
11,3,1,4,1
11,16,1,0,1
11,16,1,10,1
11,16,1,7,1
10,0,1,0,0
10,0,1,0,0
10,0,1,0,0
10,0,1,0,0
4,0,1,0,0
4,0,1,0,0
1,0,1,0,1
4,0,1,0,0
4,0,1,0,0
4,0,1,0,0
4,0,1,0,1
31,3,1,0,0
2,0,1,0,0
2,0,1,0,0
1,0,1,0,0
1,0,1,0,0
1,0,1,0,0
5,0,1,0,0
5,0,1,0,1
0,0,1,0,1
25,16,1,0,1
11,2,1,0,1
11,3,1,0,1
11,16,1,5,1
11,16,1,10,1
11,2,1,0,1
4,0,1,0,1
108,2,1,0,1
37,5,1,0,1
8,0,1,3,0
8,0,1,0,0
8,0,1,0,0
7,0,1,0,0
7,8,1,3,1
21,16,1,2,0
7,0,1,0,0
2,0,1,0,1
11,5,1,0,0
11,3,1,0,0
11,16,1,0,1
11,8,1,0,0
11,16,1,4,1
11,5,1,3,1
11,3,1,0,1
11,8,1,0,1
10,3,1,0,1
37,0,1,0,1
8,5,1,0,0
7,0,1,0,0
7,8,1,0,1
4,2,1,0,0
4,0,1,0,1
2,0,1,0,1
15,5,1,0,1
1,0,1,0,0
0,0,1,0,1
0,0,1,0,1
0,0,1,0,0
14,5,1,7,1
11,2,1,0,0
11,2,1,0,0
25,5,1,0,1
25,8,1,0,1
25,8,1,0,1
11,16,1,5,1
11,16,1,1,1
11,3,1,0,1
81,5,1,0,1
9,2,1,0,1
9,0,1,0,0
9,3,1,0,1
9,8,1,3,1
0,0,1,0,0
0,0,1,0,1
0,0,1,0,1
8,16,1,13,1
7,0,1,0,1
4,0,1,0,0
0,0,1,0,0
4,0,1,0,0
18,0,1,0,0
4,0,1,0,1
3,0,1,0,1
3,0,1,0,1
17,2,1,0,0
16,3,1,0,0
16,2,1,0,0
16,0,1,0,0
16,3,1,0,0
16,2,1,0,0
16,3,1,0,0
1,0,1,0,0
15,8,1,0,0
15,2,1,0,0
15,3,1,3,0
15,3,1,7,0
14,3,1,0,0
14,5,1,0,0
14,2,1,7,0
3,0,1,0,1
0,0,1,0,0
25,0,1,0,0
11,2,1,0,0
11,5,1,0,0
10,8,1,8,1
10,0,1,0,1
9,2,1,0,0
9,2,1,0,0
9,3,1,0,0
4,0,1,0,1
7,0,1,0,0
7,0,1,0,0
4,0,1,0,1
3,4,1,0,1
4,0,1,0,0
3,0,1,0,0
3,16,1,2,1
1,0,1,0,0
28,16,1,0,1
28,8,1,0,1
28,0,1,0,0
0,0,1,0,1
11,5,1,0,1
11,16,1,0,1
11,8,1,5,1
25,8,1,0,1
11,5,1,3,1
11,5,1,3,1
11,3,1,2,1
11,8,1,6,1
11,8,1,0,0
11,8,1,0,0
10,0,1,0,0
10,0,1,0,0
9,0,1,6,1
5,0,1,0,1
5,0,1,0,1
3,0,1,0,0
2,0,1,5,1
1,0,1,0,0
1,0,1,0,0
1,0,1,0,0
1,0,1,0,1
42,8,1,3,0
14,3,1,0,1
14,8,1,1,1
28,0,1,0,0
11,0,1,0,0
11,8,1,2,1
11,8,1,0,0
11,8,1,5,0
11,2,1,0,0
11,5,1,4,0
11,3,1,0,0
10,0,1,0,0
10,0,1,0,0
10,0,1,12,0
10,3,1,0,1
10,8,1,0,1
10,5,1,0,0
10,16,1,4,1
10,2,1,0,1
10,5,1,1,1
10,5,1,0,1
38,0,1,0,1
8,0,1,0,0
0,0,1,0,1
4,0,1,8,1
3,8,1,3,1
2,0,1,0,1
0,0,1,0,1
15,0,1,0,1
0,16,1,0,1
0,8,1,0,1
15,5,1,0,0
15,2,1,2,0
15,3,1,2,0
15,2,1,0,0
15,2,1,0,0
15,8,1,0,0
14,8,1,0,0
14,8,1,0,0
11,3,1,3,0
11,3,1,0,1
11,8,1,0,1
11,16,1,5,1
10,8,1,0,0
10,8,1,0,1
10,16,1,4,1
10,8,1,0,1
10,16,1,0,1
9,0,1,0,1
9,0,1,0,0
9,0,1,0,0
9,0,1,0,0
9,0,1,0,1
9,0,1,0,1
7,0,1,0,0
5,0,1,0,0
5,0,1,0,1
4,0,1,0,1
4,0,1,0,1
4,0,1,5,1
4,0,1,3,1
3,0,1,0,1
0,0,1,0,1
2,0,1,0,0
16,16,1,0,1
2,0,1,0,1
15,0,1,0,0
15,0,1,0,1
15,16,1,0,1
15,8,1,0,1
4,0,1,0,1
0,0,1,0,1
10,0,1,0,1
10,0,1,0,1
10,0,1,0,0
10,3,1,0,1
10,8,1,4,1
10,8,1,0,1
10,8,1,10,1
10,16,1,0,1
122,16,1,0,1
122,8,1,0,1
122,5,1,0,1
9,0,1,0,1
23,0,1,0,1
23,16,1,0,1
23,8,1,0,1
9,0,1,0,0
9,0,1,0,0
9,0,1,3,0
9,0,1,0,1
8,0,1,0,0
8,0,1,0,0
8,8,1,7,1
0,0,1,0,1
0,0,1,0,1
0,0,1,0,1
0,0,1,0,1
7,0,1,0,1
7,0,1,0,1
4,0,1,0,0
4,0,1,0,0
4,0,1,0,0
4,0,1,0,0
4,0,1,0,0
4,0,1,0,0
3,0,1,0,0
2,0,1,0,1
2,0,1,3,1
2,0,1,0,1
2,0,1,5,1
1,0,1,0,1
0,0,1,0,1
1,0,1,10,1
1,0,1,0,1
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,1
0,0,1,0,1
0,0,1,0,1
0,0,1,0,1
0,0,1,0,1
25,0,1,0,0
25,16,1,0,1
25,8,1,0,1
11,8,1,0,1
11,8,1,0,1
11,16,1,0,1
12,8,1,3,1
11,16,1,0,1
11,24,1,0,1
10,2,1,0,0
10,5,1,1,1
10,16,1,0,1
10,8,1,0,1
10,16,1,6,1
10,16,1,3,1
10,8,1,0,1
24,8,1,0,1
10,8,1,0,1
10,16,1,2,1
27,16,1,0,1
9,0,1,0,0
9,0,1,0,0
9,0,1,0,0
9,8,1,0,1
26,5,1,0,0
9,0,1,0,0
8,0,1,0,0
8,0,1,0,0
8,0,1,0,0
5,0,1,0,1
19,0,1,0,0
19,0,1,0,0
19,16,1,0,1
33,16,1,0,0
2,0,1,0,1
3,0,1,0,1
10,0,1,0,1
12,0,1,0,1
2,6,1,0,0
11,16,1,0,1
25,16,1,0,1
25,8,1,0,1
25,0,1,0,1
11,24,1,0,1
13,2,1,0,1
13,8,1,7,0
10,0,1,0,1
13,16,1,0,1
13,16,1,0,1
13,16,1,0,1
64,0,1,0,1
64,0,1,0,1
64,0,1,0,1
64,0,1,0,1
64,0,1,0,1
11,0,1,6,0
10,0,1,0,0
10,0,1,0,0
10,0,1,0,0
0,0,1,0,0
0,0,1,0,0
21,0,1,0,0
21,0,1,0,1
